timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2025-03-03 09:00:00+00:00,PEP,152.75,152.75,152.75,152.75,383.0,15.0,152.75
2025-03-03 09:30:00+00:00,PEP,153.02,153.02,153.0,153.0,340.0,17.0,153.01
2025-03-03 09:55:00+00:00,PEP,152.98,152.98,152.98,152.98,205.0,16.0,152.98
2025-03-03 10:23:00+00:00,PEP,152.95,152.95,152.95,152.95,183.0,12.0,152.95
2025-03-03 11:09:00+00:00,PEP,152.89,152.89,152.89,152.89,106.0,2.0,152.89
2025-03-03 11:29:00+00:00,PEP,152.9,152.9,152.89,152.89,352.0,4.0,152.895
2025-03-03 11:42:00+00:00,PEP,152.89,152.89,152.89,152.89,109.0,2.0,152.89
2025-03-03 11:47:00+00:00,PEP,152.9,152.9,152.9,152.9,102.0,2.0,152.9
2025-03-03 12:00:00+00:00,PEP,152.95,152.98,152.89,152.98,1321.0,18.0,152.941536
2025-03-03 12:01:00+00:00,PEP,152.8,152.8,152.78,152.78,457.0,15.0,152.786135
2025-03-03 12:12:00+00:00,PEP,152.89,152.89,152.89,152.89,346.0,3.0,152.89
2025-03-03 12:31:00+00:00,PEP,152.89,152.89,152.89,152.89,327.0,3.0,152.89
2025-03-03 12:34:00+00:00,PEP,152.88,152.88,152.88,152.88,122.0,2.0,152.88
2025-03-03 12:41:00+00:00,PEP,152.89,152.89,152.89,152.89,211.0,2.0,152.89
2025-03-03 13:00:00+00:00,PEP,153.0,153.4,153.0,153.4,3080.0,84.0,153.027482
2025-03-03 13:25:00+00:00,PEP,152.75,152.75,152.75,152.75,182.0,2.0,152.75
2025-03-03 13:54:00+00:00,PEP,152.82,152.82,152.82,152.82,100.0,1.0,152.82
2025-03-03 14:00:00+00:00,PEP,152.64,152.64,152.6,152.6,651.0,35.0,152.61
2025-03-03 14:02:00+00:00,PEP,152.6,152.6,152.6,152.6,101.0,2.0,152.6
2025-03-03 14:04:00+00:00,PEP,152.59,152.59,152.59,152.59,341.0,17.0,152.59
2025-03-03 14:11:00+00:00,PEP,152.49,152.49,152.49,152.49,107.0,7.0,152.49
2025-03-03 14:14:00+00:00,PEP,152.25,152.25,152.25,152.25,2076.0,3.0,152.25
2025-03-03 14:25:00+00:00,PEP,152.23,152.23,152.0,152.01,3659.0,91.0,152.087648
2025-03-03 14:27:00+00:00,PEP,151.91,151.91,151.39,151.53,3238.0,105.0,151.468929
2025-03-03 14:28:00+00:00,PEP,151.23,151.23,151.23,151.23,606.0,13.0,151.23
2025-03-03 14:29:00+00:00,PEP,151.35,151.35,151.35,151.35,155.0,12.0,151.35
2025-03-03 14:30:00+00:00,PEP,151.35,151.44,150.5,150.56,271835.0,2881.0,151.209908
2025-03-03 14:31:00+00:00,PEP,150.54,151.92,150.5,151.79,91114.0,1260.0,151.386131
2025-03-03 14:32:00+00:00,PEP,151.875,152.3092,151.6327,152.3092,64801.0,714.0,151.870426
2025-03-03 14:33:00+00:00,PEP,152.295,152.57,151.885,152.47,35776.0,782.0,152.259395
2025-03-03 14:34:00+00:00,PEP,152.47,152.68,152.4,152.41,40955.0,685.0,152.572077
2025-03-03 14:35:00+00:00,PEP,152.35,152.42,152.12,152.42,49849.0,805.0,152.242866
2025-03-03 14:36:00+00:00,PEP,152.41,152.99,152.4,152.865,43646.0,542.0,152.719564
2025-03-03 14:37:00+00:00,PEP,152.88,153.6,152.82,153.6,21722.0,645.0,153.12894
2025-03-03 14:38:00+00:00,PEP,153.5808,153.71,153.425,153.6,20694.0,454.0,153.564225
2025-03-03 14:39:00+00:00,PEP,153.61,153.61,153.19,153.34,26257.0,560.0,153.330778
2025-03-03 14:40:00+00:00,PEP,153.34,153.545,153.34,153.545,23674.0,425.0,153.44403
2025-03-03 14:41:00+00:00,PEP,153.5,153.68,153.47,153.64,56431.0,659.0,153.548407
2025-03-03 14:42:00+00:00,PEP,153.64,154.13,153.64,154.1,31059.0,538.0,153.948463
2025-03-03 14:43:00+00:00,PEP,154.12,154.43,153.99,154.42,28240.0,511.0,154.191509
2025-03-03 14:44:00+00:00,PEP,154.409,154.425,154.12,154.155,25063.0,500.0,154.253523
2025-03-03 14:45:00+00:00,PEP,154.2,154.445,154.18,154.18,34560.0,678.0,154.307111
2025-03-03 14:46:00+00:00,PEP,154.1,154.1,153.48,153.62,23649.0,419.0,153.852178
2025-03-03 14:47:00+00:00,PEP,153.67,153.71,153.47,153.56,21761.0,437.0,153.571304
2025-03-03 14:48:00+00:00,PEP,153.61,153.82,153.59,153.59,22561.0,368.0,153.704969
2025-03-03 14:49:00+00:00,PEP,153.59,153.815,153.54,153.815,20057.0,389.0,153.668416
2025-03-03 14:50:00+00:00,PEP,153.72,153.81,153.64,153.745,17819.0,301.0,153.741643
2025-03-03 14:51:00+00:00,PEP,153.78,153.88,153.64,153.72,18307.0,408.0,153.769733
2025-03-03 14:52:00+00:00,PEP,153.64,153.9,153.64,153.82,16474.0,353.0,153.794905
2025-03-03 14:53:00+00:00,PEP,153.82,153.88,153.68,153.85,14008.0,323.0,153.785185
2025-03-03 14:54:00+00:00,PEP,153.8572,154.0,153.8572,153.945,18259.0,448.0,153.942874
2025-03-03 14:55:00+00:00,PEP,153.93,154.09,153.83,154.04,22109.0,518.0,153.95996
2025-03-03 14:56:00+00:00,PEP,154.0419,154.11,153.85,154.07,18557.0,417.0,153.968979
2025-03-03 14:57:00+00:00,PEP,154.075,154.28,154.07,154.28,18512.0,418.0,154.152209
2025-03-03 14:58:00+00:00,PEP,154.3,154.38,154.08,154.08,13589.0,359.0,154.217835
2025-03-03 14:59:00+00:00,PEP,154.11,154.26,154.01,154.21,30893.0,626.0,154.120821
2025-03-03 15:00:00+00:00,PEP,154.2,154.36,153.96,154.0,31730.0,755.0,154.138647
2025-03-03 15:01:00+00:00,PEP,154.06,154.145,154.0,154.14,14614.0,387.0,154.086467
2025-03-03 15:02:00+00:00,PEP,154.15,154.2,154.01,154.11,18901.0,442.0,154.124959
2025-03-03 15:03:00+00:00,PEP,154.135,154.16,153.89,153.89,20604.0,443.0,154.051402
2025-03-03 15:04:00+00:00,PEP,153.92,154.009,153.87,153.98,14015.0,307.0,153.949222
2025-03-03 15:05:00+00:00,PEP,154.0,154.0499,153.905,154.025,22925.0,410.0,153.962638
2025-03-03 15:06:00+00:00,PEP,154.025,154.18,154.0,154.18,15994.0,378.0,154.058736
2025-03-03 15:07:00+00:00,PEP,154.17,154.28,154.15,154.255,26190.0,548.0,154.216189
2025-03-03 15:08:00+00:00,PEP,154.27,154.49,154.225,154.3,20710.0,407.0,154.355502
2025-03-03 15:09:00+00:00,PEP,154.28,154.38,154.19,154.24,18443.0,318.0,154.301557
2025-03-03 15:10:00+00:00,PEP,154.28,154.4297,154.16,154.16,16027.0,382.0,154.309742
2025-03-03 15:11:00+00:00,PEP,154.18,154.21,153.905,153.98,17315.0,337.0,154.01649
2025-03-03 15:12:00+00:00,PEP,154.0,154.09,153.975,154.07,10124.0,255.0,154.031339
2025-03-03 15:13:00+00:00,PEP,154.09,154.1497,153.97,154.09,12131.0,291.0,154.065169
2025-03-03 15:14:00+00:00,PEP,154.125,154.205,153.91,154.18,28099.0,532.0,154.07009
2025-03-03 15:15:00+00:00,PEP,154.13,154.19,153.97,154.13,14286.0,310.0,154.079998
2025-03-03 15:16:00+00:00,PEP,154.13,154.22,154.0932,154.22,11882.0,282.0,154.151033
2025-03-03 15:17:00+00:00,PEP,154.27,154.3799,154.16,154.29,14228.0,331.0,154.267504
2025-03-03 15:18:00+00:00,PEP,154.36,154.39,154.27,154.27,10289.0,320.0,154.341568
2025-03-03 15:19:00+00:00,PEP,154.28,154.33,154.24,154.315,10785.0,212.0,154.275656
2025-03-03 15:20:00+00:00,PEP,154.32,154.32,154.18,154.2,21104.0,315.0,154.217949
2025-03-03 15:21:00+00:00,PEP,154.205,154.21,154.0,154.09,10940.0,267.0,154.095706
2025-03-03 15:22:00+00:00,PEP,154.085,154.09,153.96,153.97,11151.0,282.0,154.01847
2025-03-03 15:23:00+00:00,PEP,153.98,153.98,153.77,153.94,20020.0,396.0,153.893045
2025-03-03 15:24:00+00:00,PEP,153.99,154.0,153.82,153.88,15576.0,305.0,153.896332
2025-03-03 15:25:00+00:00,PEP,153.94,154.14,153.94,154.09,12683.0,304.0,154.061147
2025-03-03 15:26:00+00:00,PEP,154.11,154.23,154.05,154.06,16773.0,401.0,154.160736
2025-03-03 15:27:00+00:00,PEP,154.07,154.09,153.91,153.945,8660.0,236.0,153.992266
2025-03-03 15:28:00+00:00,PEP,153.96,153.99,153.82,153.8293,13942.0,222.0,153.880704
2025-03-03 15:29:00+00:00,PEP,153.78,153.91,153.775,153.8901,9821.0,236.0,153.83017
2025-03-03 15:30:00+00:00,PEP,153.89,153.89,153.77,153.77,13009.0,341.0,153.842411
2025-03-03 15:31:00+00:00,PEP,153.795,153.84,153.65,153.7,16059.0,312.0,153.743494
2025-03-03 15:32:00+00:00,PEP,153.68,153.75,153.58,153.72,13047.0,242.0,153.678561
2025-03-03 15:33:00+00:00,PEP,153.73,153.96,153.73,153.95,10927.0,249.0,153.825169
2025-03-03 15:34:00+00:00,PEP,153.95,154.19,153.95,154.15,15207.0,322.0,154.114969
2025-03-03 15:35:00+00:00,PEP,154.17,154.25,154.11,154.25,13301.0,254.0,154.189778
2025-03-03 15:36:00+00:00,PEP,154.24,154.32,154.0801,154.12,16645.0,277.0,154.240517
2025-03-03 15:37:00+00:00,PEP,154.14,154.43,154.14,154.35,11590.0,256.0,154.328119
2025-03-03 15:38:00+00:00,PEP,154.35,154.385,154.29,154.385,8610.0,167.0,154.344192
2025-03-03 15:39:00+00:00,PEP,154.38,154.542,154.34,154.52,31149.0,616.0,154.469293
2025-03-03 15:40:00+00:00,PEP,154.5,154.515,154.31,154.31,10222.0,257.0,154.426459
2025-03-03 15:41:00+00:00,PEP,154.305,154.35,154.27,154.34,10171.0,211.0,154.308347
2025-03-03 15:42:00+00:00,PEP,154.37,154.37,154.235,154.235,7000.0,158.0,154.322871
2025-03-03 15:43:00+00:00,PEP,154.26,154.37,154.26,154.28,11045.0,252.0,154.308884
2025-03-03 15:44:00+00:00,PEP,154.29,154.3,154.24,154.27,8840.0,216.0,154.278027
2025-03-03 15:45:00+00:00,PEP,154.27,154.31,154.26,154.28,9356.0,229.0,154.282831
2025-03-03 15:46:00+00:00,PEP,154.274,154.545,154.274,154.455,12437.0,287.0,154.440893
2025-03-03 15:47:00+00:00,PEP,154.45,154.49,154.42,154.48,5982.0,183.0,154.45713
2025-03-03 15:48:00+00:00,PEP,154.485,154.53,154.4,154.405,11088.0,276.0,154.477377
2025-03-03 15:49:00+00:00,PEP,154.405,154.42,154.34,154.4,7278.0,142.0,154.381818
2025-03-03 15:50:00+00:00,PEP,154.41,154.47,154.39,154.465,9709.0,216.0,154.420172
2025-03-03 15:51:00+00:00,PEP,154.4937,154.58,154.37,154.37,18063.0,321.0,154.497081
2025-03-03 15:52:00+00:00,PEP,154.375,154.375,154.1795,154.22,16410.0,302.0,154.274735
2025-03-03 15:53:00+00:00,PEP,154.265,154.38,154.245,154.38,11158.0,208.0,154.306258
2025-03-03 15:54:00+00:00,PEP,154.41,154.4418,154.35,154.35,8680.0,181.0,154.401236
2025-03-03 15:55:00+00:00,PEP,154.365,154.3975,154.305,154.305,7329.0,167.0,154.347618
2025-03-03 15:56:00+00:00,PEP,154.29,154.55,154.29,154.55,7141.0,160.0,154.406971
2025-03-03 15:57:00+00:00,PEP,154.53,154.61,154.53,154.59,14944.0,257.0,154.573666
2025-03-03 15:58:00+00:00,PEP,154.59,154.59,154.48,154.51,7651.0,189.0,154.549322
2025-03-03 15:59:00+00:00,PEP,154.51,154.63,154.51,154.575,14828.0,241.0,154.588179
2025-03-03 16:00:00+00:00,PEP,154.59,154.59,154.315,154.34,13583.0,306.0,154.396284
2025-03-03 16:01:00+00:00,PEP,154.37,154.42,154.31,154.39,14675.0,234.0,154.367367
2025-03-03 16:02:00+00:00,PEP,154.36,154.455,154.36,154.4,8608.0,271.0,154.408685
2025-03-03 16:03:00+00:00,PEP,154.42,154.78,154.392,154.78,21479.0,524.0,154.621574
2025-03-03 16:04:00+00:00,PEP,154.78,154.8975,154.74,154.82,19356.0,483.0,154.815553
2025-03-03 16:05:00+00:00,PEP,154.805,154.88,154.785,154.8281,8873.0,192.0,154.819075
2025-03-03 16:06:00+00:00,PEP,154.83,154.9,154.78,154.8,10854.0,257.0,154.833602
2025-03-03 16:07:00+00:00,PEP,154.8,154.84,154.74,154.84,9552.0,185.0,154.805683
2025-03-03 16:08:00+00:00,PEP,154.825,154.845,154.74,154.75,9076.0,227.0,154.803692
2025-03-03 16:09:00+00:00,PEP,154.74,154.84,154.74,154.83,12317.0,220.0,154.791467
2025-03-03 16:10:00+00:00,PEP,154.835,154.9232,154.82,154.9,15500.0,256.0,154.844856
2025-03-03 16:11:00+00:00,PEP,154.91,155.05,154.89,154.96,25519.0,392.0,154.986288
2025-03-03 16:12:00+00:00,PEP,154.955,154.99,154.94,154.96,5693.0,132.0,154.967442
2025-03-03 16:13:00+00:00,PEP,154.95,155.04,154.95,155.03,9805.0,181.0,155.009778
2025-03-03 16:14:00+00:00,PEP,155.025,155.04,154.895,154.95,14681.0,274.0,154.979749
2025-03-03 16:15:00+00:00,PEP,154.95,155.065,154.92,155.065,8547.0,206.0,154.992878
2025-03-03 16:16:00+00:00,PEP,155.05,155.07,155.01,155.03,11311.0,183.0,155.025519
2025-03-03 16:17:00+00:00,PEP,155.04,155.09,155.01,155.06,11400.0,227.0,155.052472
2025-03-03 16:18:00+00:00,PEP,155.0774,155.09,154.97,155.09,8644.0,231.0,155.025326
2025-03-03 16:19:00+00:00,PEP,155.07,155.2,155.065,155.2,5545.0,198.0,155.123056
2025-03-03 16:20:00+00:00,PEP,155.19,155.2517,155.13,155.13,10223.0,235.0,155.191942
2025-03-03 16:21:00+00:00,PEP,155.14,155.19,155.08,155.14,7899.0,209.0,155.142864
2025-03-03 16:22:00+00:00,PEP,155.15,155.25,155.14,155.24,6781.0,190.0,155.199451
2025-03-03 16:23:00+00:00,PEP,155.2485,155.2485,155.135,155.16,8253.0,208.0,155.171881
2025-03-03 16:24:00+00:00,PEP,155.18,155.3,155.18,155.295,11513.0,241.0,155.254404
2025-03-03 16:25:00+00:00,PEP,155.31,155.33,155.22,155.245,8524.0,227.0,155.296105
2025-03-03 16:26:00+00:00,PEP,155.23,155.23,155.195,155.2,5084.0,161.0,155.207503
2025-03-03 16:27:00+00:00,PEP,155.2,155.2,155.1,155.1,12326.0,309.0,155.155684
2025-03-03 16:28:00+00:00,PEP,155.115,155.13,155.08,155.08,10510.0,229.0,155.104416
2025-03-03 16:29:00+00:00,PEP,155.1,155.145,155.01,155.0594,12898.0,281.0,155.089933
2025-03-03 16:30:00+00:00,PEP,155.07,155.07,154.955,155.002,8467.0,184.0,154.999337
2025-03-03 16:31:00+00:00,PEP,154.97,155.0,154.91,155.0,6740.0,161.0,154.96291
2025-03-03 16:32:00+00:00,PEP,154.995,155.0245,154.955,155.02,8745.0,183.0,154.991112
2025-03-03 16:33:00+00:00,PEP,155.01,155.17,155.0,155.155,19376.0,241.0,155.135924
